module,no,jurisdiction,authority_tier,law_or_bill,title_en,agency,effective_date,source_id,source_url,url_status
consumer,7,Federal,federal,"Restore Online Shoppers' Confidence Act (ROSCA, 15 U.S.C. 8401-8405) — Online Negative Option / Auto-Renewal",Restore Online Shoppers' Confidence Act (ROSCA) — Auto-Renewal & Subscriptions,Federal Trade Commission (FTC),2010-12-29,dcwp_ftc_consumer,https://www.ftc.gov/legal-library/browse/statutes/restore-online-shoppers-confidence-act,live_200
consumer,8,Federal,federal,"FTC Standards for Safeguarding Customer Information (Safeguards Rule, 16 CFR Part 314) — 2023 Breach-Notification Amendment",FTC Safeguards Rule (16 CFR Part 314) — 2023 Breach Notification Amendment,Federal Trade Commission (FTC),2024-05-13,dcwp_ftc_consumer,https://www.ftc.gov/legal-library/browse/rules/safeguards-rule,live_200
consumer,9,Federal,federal,"Americans with Disabilities Act, Title III — Public Accommodations & 2010 ADA Standards for Accessible Design (28 CFR Part 36)",ADA Title III — Public Accommodations & 2010 Accessible Design Standards (28 CFR Part 36),"U.S. Department of Justice (DOJ), Civil Rights Division",2012-03-15,dcwp_ftc_consumer,https://www.ada.gov/law-and-regs/regulations/title-iii-regulations/,live_200
consumer,10,Federal,federal,NIST Handbook 130 — Uniform Regulation for the Method of Sale of Commodities (Model Weights & Measures Law),NIST Handbook 130 — Uniform Method of Sale & Weights and Measures Model Law,"National Institute of Standards and Technology (NIST), Office of Weights and Measures",2024-01-01,dcwp_ftc_consumer,https://www.nist.gov/pml/owm/nist-handbook-130-current-edition,live_200
consumer,11,Federal,federal,"FTC Rule on Unfair or Deceptive Fees (""Junk Fees Rule,"" 16 CFR Part 464)","FTC Rule on Unfair or Deceptive Fees (""Junk Fees Rule,"" 16 CFR Part 464)",Federal Trade Commission (FTC),2025-05-12,dcwp_ftc_consumer,https://www.ftc.gov/legal-library/browse/rules/rulemaking-unfair-or-deceptive-fees,live_200
consumer,12,Federal,federal,"FTC Commercial Surveillance and Data Security Rulemaking (ANPR, 2022 — pending/inactive)",FTC Commercial Surveillance & Data Security Rulemaking (ANPR — Pending/Inactive),Federal Trade Commission (FTC),,dcwp_ftc_consumer,https://www.ftc.gov/legal-library/browse/federal-register-notices/commercial-surveillance-data-security-rulemaking,live_200
consumer,13,New York City,city_local,Restaurant Surcharges Rule (6 RCNY § 5-59),NYC Restaurant Surcharges & Mandatory Gratuity Disclosure Rule,NYC Department of Consumer and Worker Protection (DCWP),,dcwp_ftc_consumer,https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCrules/0-0-0-19154,bot_blocked
consumer,14,New York City,city_local,Prohibition of Cashless Establishments (Local Law 34 of 2020; NYC Admin. Code § 20-840),NYC Prohibition of Cashless Establishments,NYC Department of Consumer and Worker Protection (DCWP),2020-11-19,dcwp_ftc_consumer,https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCadmin/0-0-0-114885,bot_blocked
consumer,15,New York State,state,"Bag Waste Reduction Act (ECL Art. 27, Title 28) and NYC 5-Cent Paper Carryout Bag Fee",NY Bag Waste Reduction Act & NYC 5-Cent Paper Bag Fee,NYS Department of Environmental Conservation (DEC); NYC 5-cent paper bag fee collected by retailers,2020-03-01,dcwp_ftc_consumer,https://dec.ny.gov/environmental-protection/recycling-composting/bag-waste-reduction-law,live_200
consumer,16,New York City,city_local,Posting of Calorie Information (NYC Health Code § 81.50),NYC Calorie Labeling for Chain Food Establishments,NYC Department of Health and Mental Hygiene (DOHMH),2008-04-22,dcwp_ftc_consumer,https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCrules/0-0-0-46371,bot_blocked
consumer,17,New York State,state,Deceptive Acts and Practices & False Advertising (General Business Law §§ 349 & 350),NY Deceptive Acts & False Advertising (GBL §§ 349 & 350),New York State Office of the Attorney General (OAG),,dcwp_ftc_consumer,https://www.nysenate.gov/legislation/laws/GBS/349,bot_blocked
consumer,18,New York State,state,FAIR Business Practices Act (Ch. 708 of 2025; S8416 — amends GBL § 349),NY FAIR Business Practices Act (Unfair/Abusive Practices Amendment),New York State Office of the Attorney General (OAG),2026-02-17,dcwp_ftc_consumer,https://www.nysenate.gov/legislation/bills/2025/S8416,bot_blocked
consumer,19,New York City,city_local,Consumer Protection Law — Unfair/Deceptive Trade Practices (NYC Admin. Code § 20-700),NYC Consumer Protection Law — Unfair Trade Practices,NYC Department of Consumer and Worker Protection (DCWP),,dcwp_ftc_consumer,https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCadmin/0-0-0-35314,bot_blocked
consumer,20,New York State,state,"New York Privacy Act (S3044, 2025-2026 Session) — PROPOSED","New York Privacy Act (Proposed, S3044)",New York State Legislature / (would be enforced by NYS Attorney General),,dcwp_ftc_consumer,https://www.nysenate.gov/legislation/bills/2025/S3044,bot_blocked
consumer,21,New York City,city_local,Executive Orders on Junk Fees & 'Subscription Tricks and Traps' (2026) directing DCWP enforcement,NYC Junk Fees & Subscription Traps Executive Orders (2026),Office of the Mayor of NYC / NYC Department of Consumer and Worker Protection (DCWP),2026-01-05,dcwp_ftc_consumer,https://www.nyc.gov/site/dca/news/003-26/statement-dcwp-mayor-mamdani-s-executive-orders-combatting-hidden-junk-fees-fighting,live_200
consumer,22,New York City,city_local,Restaurant Letter Grading — Public Posting (NYC Health Code § 81.51; 24 RCNY Ch. 23),NYC Restaurant Letter Grade Public Posting,NYC Department of Health and Mental Hygiene (DOHMH),2010-07-01,dcwp_ftc_consumer,https://codelibrary.amlegal.com/codes/newyorkcity/latest/NYCrules/0-0-0-46409,bot_blocked
consumer,23,New Jersey,state,"New Jersey Consumer Fraud Act (NJCFA), N.J.S.A. 56:8-1 et seq. (§56:8-2)",New Jersey Consumer Fraud Act — Unlawful Practices,NJ Division of Consumer Affairs / Office of the Attorney General (Office of Consumer Protection),,dcwp_ftc_consumer,https://law.justia.com/codes/new-jersey/title-56/section-56-8-2/,bot_blocked
consumer,24,New Jersey,state,"Refund Policy Disclosure Act, N.J.S.A. 56:8-2.14 to 56:8-2.16",Refund Policy Disclosure Act — Posting Requirement,NJ Division of Consumer Affairs / Office of the Attorney General,1992-01-17,dcwp_ftc_consumer,https://law.justia.com/codes/new-jersey/title-56/section-56-8-2-14/,bot_blocked
consumer,25,New Jersey,state,"General Advertising Rules, N.J.A.C. 13:45A-9.1 et seq. (esp. 9.2 and 9.6 fictitious pricing)",General Advertising & Fictitious Pricing Rules,NJ Division of Consumer Affairs,,dcwp_ftc_consumer,https://www.law.cornell.edu/regulations/new-jersey/N-J-A-C-13-45A-9-2,live_200
consumer,26,New Jersey,state,"Gift Card / Gift Certificate Law, N.J.S.A. 56:8-110",Gift Card & Gift Certificate Rules,NJ Division of Consumer Affairs / Office of the Attorney General,2012-09-01,dcwp_ftc_consumer,https://law.justia.com/codes/new-jersey/title-56/section-56-8-110/,bot_blocked
consumer,27,New Jersey,state,"Price Gouging During Declared Emergency, N.J.S.A. 56:8-107 to 56:8-109",Price Gouging Law (Declared State of Emergency),NJ Division of Consumer Affairs / Office of the Attorney General,2002-05-13,dcwp_ftc_consumer,https://www.njoag.gov/acting-attorney-general-davenport-warns-new-jersey-sellers-against-price-gouging-as-governor-sherrill-declares-state-of-emergency-ahead-of-major-winter-storm/,live_200
consumer,28,New Jersey,state,"Data Breach Notification (Consumer Fraud Act amendment), N.J.S.A. 56:8-161 to 56:8-166; P.L. 2019, c.95",Data Breach Notification Law (2019 amendment),NJ Division of State Police / Division of Consumer Affairs / Office of the Attorney General,2019-09-01,dcwp_ftc_consumer,https://law.justia.com/codes/new-jersey/title-56/section-56-8-163/,bot_blocked
consumer,29,New Jersey,state,"Automatic Renewal / Service-Contract Cancellation Law, N.J.S.A. 56:12-95.1 et seq.; P.L. 2022, c.91",Automatic Renewal & Cancellation Law (2022 Act),NJ Division of Consumer Affairs / Office of the Attorney General,2023-08-01,dcwp_ftc_consumer,https://law.justia.com/codes/new-jersey/title-56/section-56-12-95-5/,bot_blocked
consumer,30,New Jersey,state,"Credit Card Surcharge Disclosure & Cost Cap, N.J.S.A. 56:8-156.1 and 56:8-156.2; P.L. 2023, c.146",Credit Card Surcharge Disclosure & Cost-Cap Law,NJ Division of Consumer Affairs / Office of the Attorney General,2023-08-18,dcwp_ftc_consumer,https://www.njconsumeraffairs.gov/News/Consumer%20Briefs/credit-card-surcharges-faq.pdf,live_200
consumer,31,New Jersey,state,"New Jersey Data Privacy Act (NJDPA), N.J.S.A. 56:8-166.4 et seq.; S332 / P.L. 2023, c.266",New Jersey Data Privacy Act (NJDPA),NJ Division of Consumer Affairs / Office of the Attorney General,2025-01-15,dcwp_ftc_consumer,https://www.cyber.nj.gov/guidance-and-best-practices/identity-theft-privacy/data-privacy/nj-data-privacy-prevention-act,live_200
consumer,32,New Jersey,state,"Consumer Subscription Cancellation Standards Act (S3877 / A5395), 2024–2025 Session",Consumer Subscription Cancellation Standards Act (pending),NJ Legislature (would be enforced by NJ Division of Consumer Affairs / AG),,dcwp_ftc_consumer,https://legiscan.com/NJ/text/S3877/id/3028463,bot_blocked
consumer,33,California,state,California Civil Code Section 1723 — Retail Seller Refund Policy Posting,California Refund Policy Posting Requirement (Civ. Code § 1723),California Department of Justice / Office of the Attorney General (private enforcement),,dcwp_ftc_consumer,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?sectionNum=1723.&lawCode=CIV,live_200
consumer,34,California,state,California SB 478 — Honest Pricing Law / Hidden Fees Ban (Civ. Code § 1770(a)(29)),California Honest Pricing Law — Hidden/Junk Fees Ban (SB 478),California Department of Justice / Office of the Attorney General,2024-07-01,dcwp_ftc_consumer,https://oag.ca.gov/hiddenfees,live_200
consumer,35,California,state,California SB 1524 — Restaurant/Food Mandatory-Fee Disclosure Exemption,California Restaurant Mandatory-Fee Disclosure (SB 1524),California Department of Justice / Office of the Attorney General,2024-07-01,dcwp_ftc_consumer,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320240SB1524,live_200
consumer,36,California,state,"California Unfair Competition Law & False Advertising Law (Bus. & Prof. Code §§ 17200, 17500)","California Unfair Competition Law / False Advertising Law (§§ 17200, 17500)",California Attorney General / district attorneys (and private plaintiffs),,dcwp_ftc_consumer,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?sectionNum=17200.&lawCode=BPC,live_200
consumer,37,California,state,California Business & Professions Code § 12024.2 — Weights & Measures Price Accuracy (Scanner/Overcharge),California Price Accuracy / Scanner Overcharge Law (B&P § 12024.2),"County Agricultural Commissioner / Sealer of Weights & Measures; California Department of Food & Agriculture, Division of Measurement Standards",,dcwp_ftc_consumer,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=BPC&sectionNum=12024.2.,live_200
consumer,38,California,state,California Song-Beverly Credit Card Act — Surcharge Prohibition (Civ. Code § 1748.1),California Song-Beverly Credit Card Surcharge Prohibition (Civ. Code § 1748.1),California Department of Justice / Office of the Attorney General,,dcwp_ftc_consumer,https://oag.ca.gov/consumers/general/credit-card-surcharges,live_200
consumer,39,California,state,California Gift Card / Gift Certificate Law (Civ. Code § 1749.5),California Gift Card Law (Civ. Code § 1749.5),California Department of Justice / Office of the Attorney General (and private enforcement),,dcwp_ftc_consumer,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?sectionNum=1749.5.&lawCode=CIV,live_200
consumer,40,California,state,California SB 22 — Gift Card Cash-Out Threshold Increased to $15 (amends Civ. Code § 1749.5),California SB 22 — Gift Card Cash-Out Threshold Raised to $15,California Department of Justice / Office of the Attorney General (and private enforcement),2026-04-01,dcwp_ftc_consumer,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260SB22,live_200
consumer,41,California,state,California Automatic Renewal Law as amended by AB 2863 (Bus. & Prof. Code §§ 17600–17606),California Automatic Renewal Law (amended by AB 2863),California Department of Justice / Office of the Attorney General; district attorneys,2025-07-01,dcwp_ftc_consumer,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320240AB2863,live_200
consumer,42,California,state,California Proposition 65 — Safe Drinking Water and Toxic Enforcement Act (Health & Safety Code § 25249.6) with OEHHA Coffee Exemption (27 CCR § 25704),California Proposition 65 Warning Law + OEHHA Coffee Exemption,"California Office of Environmental Health Hazard Assessment (OEHHA); enforced by the AG, district attorneys, and private plaintiffs",2019-10-01,dcwp_ftc_consumer,https://oehha.ca.gov/proposition-65/law/proposition-65-law-and-regulations,live_200
consumer,43,California,state,"CCPA Cybersecurity Audit, Risk Assessment & Automated Decisionmaking Technology (ADMT) Regulations (Cal. Civ. Code § 1798.100 et seq.)",CCPA Cybersecurity Audit / Risk Assessment / ADMT Regulations,California Privacy Protection Agency (CPPA),2026-01-01,dcwp_ftc_consumer,https://cppa.ca.gov/regulations/ccpa_updates.html,live_200
consumer,44,Massachusetts,state,"Massachusetts Consumer Protection Act, M.G.L. c. 93A, § 2 (Unfair and Deceptive Acts and Practices)",MA Consumer Protection Act (Chapter 93A) — UDAP Prohibition,Massachusetts Office of the Attorney General,,dcwp_ftc_consumer,https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXV/Chapter93a/Section2,live_200
consumer,45,Massachusetts,state,"940 CMR 3.13 — Pricing and Refund, Return and Cancellation Privileges",940 CMR 3.13 — Refund/Return Policy & Price Disclosure,Massachusetts Office of the Attorney General,,dcwp_ftc_consumer,https://www.law.cornell.edu/regulations/massachusetts/940-CMR-3-13,live_200
consumer,46,Massachusetts,state,"940 CMR 38.00 — Unfair and Deceptive Fees (""Junk Fee"" & Negative Option Regulations)",940 CMR 38.00 — Junk Fee & Negative Option Rules,Massachusetts Office of the Attorney General,2025-09-02,dcwp_ftc_consumer,https://www.gtlaw.com/en/insights/2025/8/massachusetts-tightens-chapter-93a-consumer-protections-with-junk-fee-and-negative-option-regulations,live_200
consumer,47,Massachusetts,state,"940 CMR 6.00 — Retail Advertising (General Requirements, incl. 940 CMR 6.04)",940 CMR 6.00 — Retail Advertising Disclosure Rules,Massachusetts Office of the Attorney General,,dcwp_ftc_consumer,https://www.law.cornell.edu/regulations/massachusetts/department-940-CMR/title-940-CMR-6.00,live_200
consumer,48,Massachusetts,state,"M.G.L. c. 94 §§ 184B–184E — Item Pricing Law, Price Accuracy & Scanner Accuracy",MA Item Pricing & Scanner Accuracy Law (Ch. 94 §§184B–184E),Massachusetts Division of Standards (Office of Consumer Affairs) / local Sealers of Weights & Measures,,dcwp_ftc_consumer,https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXV/Chapter94/Section184c,live_200
consumer,49,Massachusetts,state,M.G.L. c. 98 — Weights and Measures (Sealing & Annual Inspection of Commercial Devices),MA Weights & Measures — Device Sealing & Inspection (Ch. 98),Massachusetts Division of Standards / local Sealers of Weights & Measures,,dcwp_ftc_consumer,https://www.mass.gov/weights-and-measures-information-state-local-sealers,bot_blocked
consumer,50,Massachusetts,state,"M.G.L. c. 200A § 5D — Gift Certificate Validity, 7-Year Minimum & Cash Redemption",MA Gift Certificate Law — 7-Year Validity & Cash-Out (Ch. 200A §5D),Massachusetts Office of the Attorney General / Office of Consumer Affairs and Business Regulation,,dcwp_ftc_consumer,https://malegislature.gov/laws/generallaws/partii/titleii/chapter200a/section5d,live_200
consumer,51,Massachusetts,state,M.G.L. c. 140D § 28A — Prohibition on Credit Card Surcharges,MA Credit Card Surcharge Ban (Ch. 140D §28A),Massachusetts Division of Banks / Office of the Attorney General,,dcwp_ftc_consumer,https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXX/Chapter140d/Section28a,live_200
consumer,52,Massachusetts,state,940 CMR 7.00 — Debt Collection Regulations,940 CMR 7.00 — Debt Collection Rules,Massachusetts Office of the Attorney General,,dcwp_ftc_consumer,https://www.mass.gov/regulations/940-CMR-700-debt-collection-regulations,bot_blocked
consumer,53,Massachusetts,state,M.G.L. c. 93H & 201 CMR 17.00 — Data Breach Notification & Written Information Security Program,MA Data Security Law — Breach Notice & WISP (Ch. 93H / 201 CMR 17.00),Massachusetts Office of Consumer Affairs and Business Regulation / Office of the Attorney General,2010-03-01,dcwp_ftc_consumer,https://www.mass.gov/info-details/report-a-data-breach,bot_blocked
consumer,54,Massachusetts,state,Massachusetts Data Privacy Act (H.5479 / S.2619) — Comprehensive Consumer Data Privacy (Pending),MA Data Privacy Act (H.5479 / S.2619) — Pending Comprehensive Privacy Law,Massachusetts Legislature (enforcement by Office of the Attorney General if enacted),,dcwp_ftc_consumer,https://malegislature.gov/Bills/194/S2619,live_200
consumer,55,Florida,state,Florida Statutes § 501.142 — Retail Sales Establishments; Notice of Refund Policy,Florida Refund Policy Posting Law (§ 501.142),Florida Department of Agriculture and Consumer Services (FDACS),,dcwp_ftc_consumer,https://www.flsenate.gov/laws/statutes/2015/501.142,live_200
consumer,56,Florida,state,"Florida Deceptive and Unfair Trade Practices Act (FDUTPA), Fla. Stat. ch. 501 part II (§ 501.204)",Florida Deceptive and Unfair Trade Practices Act (FDUTPA),Florida Department of Legal Affairs (Office of the Attorney General) / State Attorneys,,dcwp_ftc_consumer,https://www.flsenate.gov/Laws/Statutes/2012/Chapter501/Part_II,live_200
consumer,57,Florida,state,"Florida Statutes § 501.0117 — Credit Card Surcharge Prohibition (held unconstitutional, Dana's R.R. Supply v. AG, 11th Cir. 2015)",Florida Credit-Card Surcharge Ban (§ 501.0117 — Struck Down),Florida Department of Legal Affairs (Office of the Attorney General),,dcwp_ftc_consumer,https://law.justia.com/codes/florida/title-xxxiii/chapter-501/part-i/section-501-0117/,bot_blocked
consumer,58,Florida,state,"Florida Information Protection Act (FIPA), Fla. Stat. § 501.171 (personal-information definition amendment, ch. 2023-201)","Florida Information Protection Act (FIPA, § 501.171)",Florida Department of Legal Affairs (Office of the Attorney General),2024-07-01,dcwp_ftc_consumer,https://www.flsenate.gov/laws/statutes/2023/0501.171,live_200
consumer,59,Florida,state,Florida Statutes § 501.95 — Gift Certificates and Credit Memos (no expiration / no fees),Florida Gift Certificate Law (§ 501.95),Florida Department of Legal Affairs (Office of the Attorney General),,dcwp_ftc_consumer,https://codes.findlaw.com/fl/title-xxxiii-regulation-of-trade-commerce-investments-and-solicitations/fl-st-sect-501-95.html,bot_blocked
consumer,60,Florida,state,"Florida Telephone Solicitation Act (FTSA) amendment, Fla. Stat. § 501.059 (SB 1120, 2021)","Florida Telephone Solicitation Act Amendment (§ 501.059, 2021)",Florida Department of Agriculture and Consumer Services (FDACS) / private right of action,2021-07-01,dcwp_ftc_consumer,https://www.flsenate.gov/Session/Bill/2021/1120,live_200
consumer,61,Washington DC,city_local,"DC Consumer Protection Procedures Act (CPPA), D.C. Code § 28-3904",DC Consumer Protection Procedures Act (§ 28-3904),DC Office of the Attorney General (OAG); DC Department of Licensing and Consumer Protection (DLCP),,dcwp_ftc_consumer,https://code.dccouncil.gov/us/dc/council/code/sections/28-3904,live_200
consumer,62,Washington DC,city_local,"DC OAG Business Advisory on Restaurant Service-Fee Disclosure (CPPA enforcement guidance, Aug. 9, 2023 + supplemental)",DC OAG Restaurant Service-Fee Disclosure Advisory (2023),DC Office of the Attorney General (OAG),2023-08-09,dcwp_ftc_consumer,https://oag.dc.gov/release/attorney-general-brian-schwalb-issues-supplemental,live_200
consumer,63,Washington DC,city_local,"DC Basic Business License & Food Establishment License (D.C. Official Code Title 47, ch. 28; DCMR Title 25)",DC Basic Business License & Food Establishment License,DC Department of Licensing and Consumer Protection (DLCP),,dcwp_ftc_consumer,https://dlcp.dc.gov/service/get-business-license,bot_blocked
consumer,64,Washington DC,city_local,"DC Weights & Measures Device Registration & Inspection (D.C. Code Title 37, ch. 2; § 37-201.33)",DC Weights & Measures Device Registration (Title 37),"DC Department of Licensing and Consumer Protection (DLCP), Office of Weights and Measures",,dcwp_ftc_consumer,https://code.dccouncil.gov/us/dc/council/code/sections/37-201.33,live_200
consumer,65,Washington DC,city_local,Workers and Restaurants Are Priorities Act of 2023 (DC Bill 25-280) — mandatory-fee disclosure provisions,Workers and Restaurants Are Priorities Act of 2023 (DC Bill 25-280),Council of the District of Columbia / DC Office of the Attorney General,,dcwp_ftc_consumer,https://oag.dc.gov/release/oag-testimony-bill-25-280-workers-and-restaurants,live_200
consumer,66,Washington DC,city_local,"DC Uniform Disposition of Unclaimed Property Act — Gift Cards Presumed Abandoned, D.C. Code § 41-152.07",DC Unclaimed Property — Gift Card Abandonment (§ 41-152.07),"DC Office of the Chief Financial Officer, Unclaimed Property Unit",2021-11-13,dcwp_ftc_consumer,https://code.dccouncil.gov/us/dc/council/code/sections/41-152.07,live_200
consumer,67,Federal,federal,"Telephone Consumer Protection Act (TCPA), 47 U.S.C. § 227 — and FCC 2025 Consent-Revocation Rule (47 CFR 64.1200)",TCPA — Marketing Calls/Texts Consent & 2025 Opt-Out Rule,Federal Communications Commission (FCC); private right of action in federal/state courts,2025-04-11,dcwp_ftc_consumer,https://www.ecfr.gov/current/title-47/chapter-I/subchapter-B/part-64/subpart-L/section-64.1200,live_200
consumer,68,New York State,state,"New York General Business Law § 396-r — Price Gouging (and OAG Final Rules / new Proposed Rule, Jan. 28, 2026)",NY GBL § 396-r — Price Gouging Prohibition,New York State Office of the Attorney General (OAG),2026-01-28,dcwp_ftc_consumer,https://www.nysenate.gov/legislation/laws/GBS/396-R,bot_blocked
consumer,69,California,state,Song-Beverly Credit Card Act — Civil Code § 1747.08 (Personal Identification Information at Point of Sale),CA Song-Beverly Act § 1747.08 — No PII Collection at Card POS,California Attorney General; district/city attorneys; private right of action,1991-01-01,dcwp_ftc_consumer,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=CIV&sectionNum=1747.08.,live_200
consumer,70,New Jersey,state,"Truth-in-Consumer Contract, Warranty and Notice Act (TCCWNA), N.J.S.A. 56:12-14 to -18","NJ TCCWNA — Consumer Contracts, Notices & Signs",New Jersey Division of Consumer Affairs; private right of action,1982-04-01,dcwp_ftc_consumer,https://law.justia.com/codes/new-jersey/title-56/section-56-12-15/,bot_blocked
consumer,71,New Jersey,state,"Unit Price Disclosure Act & Rules, N.J.S.A. 56:8-25 / N.J.A.C. 13:45A-14",NJ Unit Pricing of Consumer Commodities,New Jersey Division of Consumer Affairs (Office of Weights and Measures),1976-01-01,dcwp_ftc_consumer,https://www.law.cornell.edu/regulations/new-jersey/title-13/chapter-45A/subchapter-14,live_200
consumer,72,Florida,state,Florida Game Promotion Act — Fla. Stat. § 849.094,FL Game Promotion / Sweepstakes Registration Act,Florida Department of Agriculture and Consumer Services (FDACS); Department of Legal Affairs,1971-01-01,dcwp_ftc_consumer,https://www.flsenate.gov/Laws/Statutes/2025/0849.094,live_200
consumer,73,Massachusetts,state,Massachusetts Do Not Call Law — M.G.L. c. 159C and 201 CMR 12.00,MA Do-Not-Call Registry & Telephone Solicitation Rules,Massachusetts Office of Consumer Affairs and Business Regulation (OCABR); Attorney General,2003-04-01,dcwp_ftc_consumer,https://www.mass.gov/regulations/201-CMR-12-massachusetts-do-not-call-registry,bot_blocked
consumer,74,New Jersey,state,New Jersey Gift Card / Gift Certificate Law — N.J.S.A. 56:8-110,"NJ Gift Card Law — Expiration, Fees & Cash-Back",New Jersey Division of Consumer Affairs,2012-09-01,dcwp_ftc_consumer,https://law.justia.com/codes/new-jersey/title-56/section-56-8-110/,bot_blocked
consumer,75,Washington DC,city_local,Cashless Retailers Prohibition Amendment Act of 2020 — D.C. Law 23-187 (D.C. Code § 28-3825),DC Cashless Retailers Prohibition Act,DC Office of the Attorney General (enforced as an unlawful trade practice under § 28-3904),2021-03-16,dcwp_ftc_consumer,https://code.dccouncil.gov/us/dc/council/laws/23-187,live_200
consumer,76,Federal,federal,"Children's Online Privacy Protection Rule (COPPA Rule), 16 CFR Part 312 — 2025 Amendments",COPPA Rule (16 CFR 312) — 2025 Amendments,Federal Trade Commission (FTC),2026-04-22,dcwp_ftc_consumer,https://www.ftc.gov/legal-library/browse/federal-register-notices/16-cfr-part-312-coppa-final-rule-amendments,live_200
consumer,77,New York City,city_local,NYC Refund Policy Posting Rule (6 RCNY §5-37),NYC Refund Policy Posting Rule,NYC DCWP,,dcwp_ftc_consumer,https://www.nyc.gov/site/dca/about/consumer-protection-and-licensing-laws.page,live_200
consumer,78,New York City,city_local,NYC Consumer Protection Law — Pricing & Signage (6 RCNY Ch. 5),NYC Consumer Protection Law — Pricing & Signage,NYC DCWP,,dcwp_ftc_consumer,https://www.nyc.gov/site/dca/about/consumer-protection-and-licensing-laws.page,live_200
consumer,79,Federal,federal,FTC Act §5 — Unfair or Deceptive Acts or Practices,FTC Act Section 5 — Unfair or Deceptive Acts or Practices,FTC,,dcwp_ftc_consumer,https://www.ftc.gov/legal-library/browse/statutes/federal-trade-commission-act,live_200
consumer,80,New York State,state,NY Credit Card Surcharge Disclosure (GBL §518),NY Credit Card Surcharge Disclosure,NY Dept. of State / DCWP,2024-02-11,dcwp_ftc_consumer,https://dos.ny.gov/credit-card-surcharge-guidance,live_200
consumer,81,Federal,federal,ADA Title III — Website/App Accessibility (Public Accommodation),ADA Title III — Website/App Accessibility,US DOJ (private suits),,dcwp_ftc_consumer,https://www.ada.gov/resources/web-guidance/,live_200
consumer,82,New York State,state,NY Automatic Renewal Law (GBL §527-a),NY Automatic Renewal Law,NY AG / DCWP,2021-02-09,dcwp_ftc_consumer,https://www.nysenate.gov/legislation/laws/GBS/527-A,bot_blocked
consumer,83,New York State,state,NY Gift Card Rules (GBL §396-i),NY Gift Card Rules,NY DCP / AG,2022-12-10,dcwp_ftc_consumer,https://www.nysenate.gov/legislation/laws/GBS/396-I,bot_blocked
consumer,84,New York State,state,NY SHIELD Act (Data Security & Breach Notification),NY SHIELD Act,NY AG,2020-03-21,dcwp_ftc_consumer,https://ag.ny.gov/internet/data-breach,live_200
consumer,85,New York City,city_local,NYC Item Pricing & Price-Scanner Rules (Admin Code §20-708),NYC Item Pricing & Price-Scanner Rules,NYC DCWP,,dcwp_ftc_consumer,https://www.nyc.gov/site/dca/about/consumer-protection-and-licensing-laws.page,live_200
consumer,86,New York City,city_local,NYC Weights & Measures Device Inspection,NYC Weights & Measures Device Inspection,NYC DCWP,,dcwp_ftc_consumer,https://www.nyc.gov/site/dca/businesses/scale-inspections.page,live_200
consumer,87,Federal,federal,"FTC Negative Option / ""Click-to-Cancel"" Rule",FTC Click-to-Cancel Rule,FTC,,dcwp_ftc_consumer,https://www.ftc.gov/legal-library/browse/rules/negative-option-rule,live_200
consumer,88,New York City,city_local,NYC DCWP Consumer Complaint Process,NYC DCWP Consumer Complaint Process,NYC DCWP,,dcwp_ftc_consumer,https://www.nyc.gov/site/dca/consumers/file-complaint.page,live_200
regulations,1,New York City,city_local,NYC Added Sugars Warning / Sweet Truth Act,NYC Added Sugars Warning Rule Is in Effect for Chain Restaurants,,2025-10-04,may_report_regulation,https://www.nyc.gov/site/doh/about/press/pr2025/new-added-sugars-warning-rule-goes-into-effect-2025.page,live_200
regulations,2,New York City,city_local,High Sugar Warnings on Food Service Establishment Menus,NYC High Sugar Warning Rule Applies to Food Service Chains With 15+ National Locations,,2025-10-04,may_report_regulation,https://rules.cityofnewyork.us/rule/high-sugar-warnings-on-food-service-establishment-menus/,bot_blocked
regulations,3,California,state,SB 68 / ADDE Act,California SB 68 Restaurant Major Allergen Disclosure Requirement Approaches Effective Date,,2026-07-01,may_report_regulation,https://legiscan.com/CA/text/SB68/id/3269035,bot_blocked
regulations,4,California,state,SB 68 / ADDE Act Implementation Commentary,California Became the First State to Require Restaurant Menu Major Allergen Disclosure,,2026-07-01,may_report_regulation,https://www.gtlaw.com/en/insights/2025/9/california-poised-to-become-first-state-to-mandate-food-allergen-disclosures-for-restaurants-sb-68-awaits-gov-newsoms-signature,live_200
